label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
1	853 N	0.0594	fish	Riverside	0.359 mph	-0.2368	1.8404 m^3	212	683	-0.8452	-292	186	2016	1120
3	-236 N	0.4921	rabbit	Santa Ana	0.0813 mph	1.4413	0.9816 m^3	540	1212	0.3759	210	699	791	-1040
3	869 N	0.7745	rabbit	Santa Ana	-0.7794 mph	-0.3863	1.4797 m^3	559	-530	-0.5597	758	-278	1627	507
1	1945 N	-0.1631	fish	Riverside	0.7712 mph	-0.1039	1.5514 m^3	1161	-187	0.2248	-512	887	686	1570
1	1751 N	2.0417	rat	Santa Clarita, Riverside	1.6752 mph	0.4799	-2.0162 m^3	1516	-357	-0.3999	1260	1991	454	906
2	1062 N	1.1826	cat	San Jose, Modesto, Los Angeles, Moreno Valley, Oakland, Anaheim	0.3859 mph	0.4032	0.0443 m^3	468	-981	1.0374	-19	468	1363	135
0	1445 N	1.5367	reptile	Long Beach, Chula Vista, Irvine, Fresno	-0.1306 mph	-0.2853	1.5241 m^3	736	1134	0.5311	1070	n/a	711	-1546
0	-1146 N	0.0643	DOG	San Diego, Chula Vista, Fremont	-0.1136 mph	1.6447	-0.2053 m^3	726	423	0.5744	1135	1150	1160	977
3	-1760 N	1.3022	rabbit	Stockton	-0.1116 mph	1.1556	0.4701 m^3	670	619	-0.0265	-1529	-708	829	-207
0	-275 N	0.8083	dog	Long Beach, Irvine	-0.2416 mph	0.4541	1.085 m^3	333	646	0.3061	1328	848	473	-1195
1	163 N	1.3529	rat	Santa Clarita, Riverside	-0.2498 mph	0.2385	2.3429 m^3	1309	-40	-0.0254	-752	580	219	1097
0	1532 N	0.5027	chicken	Irvine, San Diego, Bakersfield, Long Beach, Chula Vista	1.5675 mph	0.9348	-0.1415 m^3	275	296	0.6948	2104	415	-9	1260
1	-497 N	0.1859	rat	Santa Clarita, Riverside	-0.4684 mph	0.5136	0.3675 m^3	1787	None	0.6788	-2145	-115	1031	818
2	85 N	0.9666	bird	San Jose, Moreno Valley	1.0157 mph	0.3168	0.2626 m^3	179	-218	0.7304	-903	-275	1484	-1924
1	-1041 N	0.0563	rat	Santa Clarita	0.5448 mph	-0.1767	1.7718 m^3	166	-338	0.0488	629	-202	n/a	83
1	-118 N	0.5415	fish	Sacramento, Santa Clarita	1.0934 mph	0.2404	-0.5071 m^3	-18	795	0.2335	-462	457	276	2149
1	-1162 N	1.5758	fish	Santa Clarita, Riverside	0.3129 mph	1.0573	1.4609 m^3	1968	926	0.4731	235	1675	1095	593
2	772 N	0.8791	bird	Anaheim	0.6494 mph	-2.1369	0.9565 m^3	1109	497	1.2229	-314	1280	561	993
1	-40 N	2.8272	rat	Santa Ana, San Francisco	0.1651 mph	0.8538	0.6408 m^3	1263	482	-0.5587	-1108	738	910	-90
2	-364 N	0.3686	hamster	Modesto, Moreno Valley, Oakland, San Bernardino, San Jose, Los Angeles	0.7723 mph	0.9185	-0.5311 m^3	734	-750	0.3849	-470	1296	2494	1429
0	-1042 N	0.3972	Reptile	San Diego, Fremont, Fresno, Bakersfield, Irvine, Chula Vista	0.5564 mph	0.2403	0.6056 m^3	351	1588	-0.0587	1306	1146	532	
3	-23 N	0.2361	ferret	Stockton	0.1038 mph	0.7203	0.9303 m^3	-1164	262	-0.3235	-85	743	500	426
3	-219 N	-0.6168	ferret	Stockton, Santa Ana	-1.4924 mph	-0.5017	-1.2293 m^3	-958	1390	-1.0192	-995	8	1201	1920
2	-75 N	-1.5664	pig	San Jose, Oakland, Moreno Valley, Los Angeles	1.0522 mph	-1.3583	1.6653 m^3	183	2003	0.3583	-648	789	1558	-462
1	-860 N	0.4492	rat	Santa Clarita, Sacramento	1.969 mph	-0.3221	-0.7389 m^3	144	-120	-0.5894	410	1160	792	397
0	2280 N	0.9638	rat	Long Beach, Fresno	0.755 mph	0.2497	0.4916 m^3	-432	1447	0.2793	808	193	576	-2425
1	319 N	1.2886	fish	Riverside, Sacramento	1.1414 mph	0.7456	-0.6815 m^3	1343	280	0.2041	-2267	505	1088	1525
2	-204 N	1.361	guinea pig	Anaheim, Modesto, Moreno Valley, Oakland, Los Angeles	0.2627 mph	0.684	-1.2698 m^3	58	287	-0.035	1747	19	729	-393
2	263 N	-1.1537	cat	Moreno Valley	1.6655 mph	-0.0342	1.0749 m^3	-756	154	0.3601	-1260	1064	1447	23
2	917 N	-0.0368	hamster	Oakland, Modesto	0.9615 mph	0.4875	-0.0604 m^3	208	-34	0.3713	800	2691	-250	N/A
3	-531 N	-0.5253	rabbit	Santa Ana, Stockton	-0.5907 mph	1.4335	1.2329 m^3	1256	1816	-0.4908	-484	952	138	-376
0	-785 N	1.1406	reptile	Fremont, Chula Vista, Fresno, San Diego	-0.4425 mph	-0.0771	1.5753 m^3	390	415	-0.324	1348	-60	520	1679
1	917 N	0.8781	fish	Santa Clarita, Riverside	0.8343 mph	1.639	0.8102 m^3	721	237	-0.1556	-889	172	-181	1088
1	-1326 N	2.0541	fish	Santa Clarita	1.0562 mph	-1.7869	0.1426 m^3	341	889	0.2874	-276	922	-1345	264
2	2832 N	0.8783	bird	Oakland, Modesto, Anaheim, Los Angeles	0.4355 mph	1.7308	1.4448 m^3	-53	983	-0.2554	-795	331	997	626
2	-408 N	-0.3921	cat	Moreno Valley	0.4634 mph	0.5373	2.6735 m^3	397	137	0.5965	447	569	120	936
0	-103 N	0.3454	dog	Bakersfield	-0.5799 mph	0.3576	-1.0015 m^3	249	150	0.9868	1319	976	168	-239
0	60 N	0.2224	chicken	Irvine	-0.6448 mph	1.0872	-0.5806 m^3	-157	-1518	-0.066	2761	-308	2383	534
3	440 N	1.8008	guinea pig	Stockton	-2.2862 mph	-0.4033	1.6841 m^3	-65	-134	0.3421	-932	-311	2604	829
2	-195 N	0.0409	ferret	San Jose, Oakland, Anaheim	?	0.3484	1.3082 m^3	289	-666	1.0745	191	1042	242	372
1	-686 N	0.9156	fish	Santa Clarita	1.1231 mph	0.2686	1.3109 m^3	1304	1030	1.2999	101	-761	1031	-416
3	1085 N	0.2476	rabbit	Stockton	0.3564 mph	0.12	-0.896 m^3	442	245	0.1192	1003	-261	-46	-900
2	2130 N	0.1637	hamster	Bakersfield, Fresno, Long Beach, Chula Vista, Irvine, San Diego	0.2217 mph	0.1184	-0.4396 m^3	1034	-1112	1.4328	-1566	-539	643	-251
2	-283 N	-1.2546	hamster	Modesto, Anaheim, San Jose	1.0056 mph	1.2538	1.204 m^3	405	696	1.5203	-890	82	-419	-198
0	185 N	1.1959	reptile	Long Beach	-0.7554 mph	1.6723	-0.4908 m^3	-1050	122	1.5312	2520	-457	994	-1177
2	1838 N	0.0204	hamster	San Bernardino, Los Angeles, Anaheim, Moreno Valley	1.035 mph	-0.0269	1.7301 m^3	603	877	0.6913	385	0	940	1184
1	2212 N	1.6061	rat	Sacramento	-0.4131 mph	0.8479	-0.2086 m^3	255	1102	-0.6654	-1121	689	490	-923
1	851 N	0.4373	rat	Santa Clarita, Sacramento	1.3255 mph	0.5749	1.744 m^3	516	148	-0.3271	423	450	-28	-136
3	-1015 N	0.4121	rabbit	San Francisco, Santa Ana	0.9812 mph	-0.1383	2.9812 m^3	251	931	-1.7293	539	20	1014	-216
0	1018 N	0.2603	dog	Fremont, Irvine, Fresno	0.3127 mph	1.3408	-0.2232 m^3	1718	527	0.2333	-529	1544	261	1042
1	118 N	1.0143	rat	Sacramento	1.3534 mph	1.3011	-0.7367 m^3	1607	1506	0.0108	-499	117	-431	2166
1	-747 N	0.035	fish	rIVERSIDE, sACRAMENTO	1.1975 mph	-0.2181	-0.1184 m^3	1337	-1063	0.9598	-1974	-42	-589	-267
1	-101 N	1.2491	reptile	Sacramento, Riverside	1.254 mph	2.2663	0.2209 m^3	429	620	1.233	-767	1056	-1621	1263
2	540 N	0.3755	hamster	Modesto, San Jose	-0.1855 mph	0.9858	0.848 m^3	1525	-266	0.0029	1121	1001	-159	-1112
2	1848 N	-0.4674	hamster	Modesto	-0.0325 mph	0.4059	-0.5348 m^3	-379	-661	0.2236	489	2290	-467	-44
0	-413 N	0.5866	dog	San Diego, Chula Vista, Fremont, Fresno, Bakersfield	0.3471 mph	1.2033	-0.3443 m^3	1200	572	0.5131	-1785	538	902	-505
1	971 N	1.7343	hamster	Riverside, Santa Clarita	2.4305 mph	0.6794	0.4342 m^3	1130	383	-0.0324	1012	1024	35	561
3	689 N	1.1698	fish	Santa Ana, San Francisco	0.7371 mph	1.6634	0.1508 m^3	1323	234	-1.2227	489	-514	1927	1480
0	-364 N	0.6123	reptile	Oakland, Moreno Valley, San Jose	0.917 mph	0.1049	0.0606 m^3	-124	-751	-0.7821	385	1446	161	94
2	1419 N	0.0677	guinea pig	San Bernardino, San Jose, Oakland, Anaheim, Modesto	-0.3641 mph	0.4816	0.7119 m^3	211	931	0.5889	-1956	1030	634	-534
3	-187 N	0.0454	ferret	San Francisco, Stockton	-0.6652 mph	-0.1578	1.8189 m^3	861	-250	n/a	1630	1655	469	1534
2	1795 N	0.5046	ferret	Oakland	0.625 mph	0.167	1.2731 m^3	-451	-277	1.3438	515	781	1297	299
0	1088 N	0.3787	dog	Fresno, Long Beach, San Diego, Chula Vista, Bakersfield, Fremont	-0.8508 mph	1.5931	0.6332 m^3	1144	-176	1.0746	1552	24	1087	-163
0	-268 N	1.2602	dog	Irvine, San Diego, Bakersfield, Long Beach	-0.233 mph	1.2668	-1.2828 m^3	0	2078	1.239	-1599	1225	1591	275
0	-1126 N	1.8948	fish	Bakersfield, Fremont, Chula Vista, Fresno, Irvine	-0.4952 mph	0.9896	0.6363 m^3	266	-493	0.055	945	-209	490	252
1	213 N	1.137	reptile	Sacramento	1.5585 mph	0.5918	2.5751 m^3	1706	343	0.719	-737	36	993	899
1	1015 N	1.3383	rat	Sacramento	1.6237 mph	0.9346	1.59 m^3	1876	413	0.0493	1297	711	17	1532
0	-672 N	1.4692	reptile	Irvine	-1.4768 mph	1.4786	0.9047 m^3	299	2317	0.8746	335	105	900	-851
0	652 N	1.2591	chicken	Chula Vista, San Diego, Bakersfield, Irvine	-0.0922 mph	2.0405	0.326 m^3	-321	885	0.1337	858	-494	857	-101
3	-749 N	0.0381	rabbit	Santa Ana, Stockton	-0.4771 mph	-0.275	1.4958 m^3	-627	228	0.2875	1174	929	1295	-821
0	2665 N	0.7183	chicken	Irvine, Fremont, Fresno, Chula Vista, Long Beach	0.1229 mph	0.159	0.6029 m^3	-36	1646	0.6148	-746	1187	873	446
2	581 N	0.8623	bird	Moreno Valley, Anaheim, Oakland, Los Angeles, San Jose	1.3077 mph	-0.1893	-0.9095 m^3	297	-531	1.7687	-2086	1290	n/a	-195
0	-1905 N	0.4912	dog	Long Beach, Fremont	0.2331 mph	0.9967	0.363 m^3	553	-1106	1.1456	1043	1115	1850	1270
3	774 N	0.3071	ferret	Stockton	-0.3871 mph	0.7203	1.1134 m^3	1344	-492	0.6875	965	-54	2479	153
1	1006 N	0.9183	rat	Riverside	0.1018 mph	-0.3259	1.3524 m^3	600	-953	0.1338	67	547	-902	659
3	-776 N	None	ferret	San Francisco	0.0749 mph	0.9616	1.2347 m^3	526	-881	0.1006	-571	742	191	1210
2	-103 N	0.2777	cat	Los Angeles, Oakland, San Bernardino, Modesto, Moreno Valley	0.0939 mph	1.7429	1.0098 m^3	-1022	1182	1.116	-747	1015	1138	-389
2	-253 N	0.8419	guinea pig	Anaheim, Los Angeles	0.4639 mph	0.581	0.3927 m^3	-818	-795	-0.0558	473	1464	-986	-1266
3	1100 N	0.2073	rabbit	Santa Ana, Stockton	0.8025 mph	-0.3568	0.5279 m^3	29	-77	0.9969	-631	466	1323	722
0	-746 N	-0.9952	reptile	Fremont	0.5801 mph	2.0871	0.14 m^3	175	496	0.7793	1451	128	442	-588
0	10 N	-0.0024	pig	Chula Vista, Bakersfield, Fresno, Fremont, Irvine, Long Beach	0.4837 mph	1.8152	-0.7722 m^3	-624	1151	0.2567	1163	926	-392	641
3	457 N	-0.1953	ferret	Stockton, Santa Ana	-0.0214 mph	1.5092	0.9134 m^3	-248	-270	-0.0634	1689	-332	1127	1816
2	1757 N	0.7197	fish	Oakland, San Bernardino, Anaheim	1.2593 mph	-0.1545	1.4546 m^3	-250	798	0.8348	-457	592	582	1109
2	225 N	-0.0875	BIRD	Moreno Valley, Los Angeles, San Jose, Oakland	0.7708 mph	-1.4647	0.845 m^3	1589	1058	0.5921	437	939	562	1202
1	1206 N	1.7434	NULL	Riverside	0.67 mph	-1.0554	-0.1226 m^3	1057	1623	0.4121	468	-69	-1656	1447
2	1685 N	0.6306	rat	Anaheim, Moreno Valley, Los Angeles	-0.5768 mph	-0.6854	0.1223 m^3	1124	-698	0.1863	-1508	591	734	206
1	-581 N	-0.4174	rat	Sacramento, Santa Clarita	1.0933 mph	0.4308	1.3754 m^3	1284	1430	0.7301	80	1268	514	315
1	959 N	0.0036	fish	Santa Clarita, Sacramento	0.0248 mph	1.7511	-0.1895 m^3	714	-376	-0.2203	357	104	-71	362
2	-1161 N	0.0051	hamster	Anaheim, Moreno Valley, San Jose, Oakland	-0.6951 mph	-0.2239	0.644 m^3	1013	1330	0.4457	-835	1347	503	1012
2	346 N	-0.8155	cat	San Jose, Anaheim, Los Angeles, San Bernardino, Oakland, Modesto	0.9464 mph	-0.0961	0.9427 m^3	324	491	1.0475	-904	773	1001	-1189
0	805 N	1.0281	CHICKEN	Long Beach, San Diego, Bakersfield, Fremont, Chula Vista	-0.5789 mph	0.4576	-0.0773 m^3	1231	1318	0.0907	1342	512	586	819
0	1254 N	0.2896	dog	Fresno	0.3175 mph	0.0245	-0.0175 m^3	299	1272	1.3059	-1405	1023	-478	125
1	732 N	0.018	fish	Santa Clarita, Riverside	-0.2275 mph	0.6123	0.0384 m^3	2481	-538	0.7239	330	-520	1179	1234
3	103 N	0.69	ferret	Stockton, San Francisco	0.6613 mph	-0.5992	0.2895 m^3	-606	72	-0.466	496	690	1151	-759
0	386 N	1.9481	chicken	Bakersfield, Fresno, Irvine, Long Beach	2.0888 mph	1.4774	-0.9187 m^3	-1134	1564	-0.349	705	-409	938	-1147
2	1651 N	2.627	hamster	San Bernardino, Modesto, San Jose, Los Angeles	0.8407 mph	0.2893	1.4197 m^3	-45	-763	0.5488	-279	1084	1825	1679
1	906 N	0.2963	rat	Santa Clarita	-0.0154 mph	0.9329	0.9651 m^3	1397	158	-0.1397	-1229	185	1142	682
0	1376 N	0.4382	chicken	Chula Vista, Bakersfield, San Diego, Fremont	1.4011 mph	0.7755	0.9691 m^3	-2064	599	0.5358	74	1369	1329	-463
2	202 N	0.1802	guinea pig	Los Angeles, Modesto, Oakland	-0.7437 mph	-0.4572	-1.7124 m^3	-96	843	0.6309	503	548	662	1172
0	1187 N	-0.203	reptile	San Diego, Bakersfield	-0.4467 mph	1.4307	1.0865 m^3		1633	0.4445	1996	536	1269	-436
3	-366 N	?	reptile	Santa Ana	0.6919 mph	1.4016	0.704 m^3	-442	579	-0.9429	35	325	-43	538
0	1388 N	-0.1559	chicken	Santa Clarita, Riverside	0.424 mph	-0.436	0.53 m^3	124	709	0.3159	-84	1304	-391	-608
1	-471 N	1.5633	fish	Sacramento	1.5935 mph	0.5954	3.2188 m^3	2232	640	0.373	-568	1977	1217	1423
3	-528 N	-0.4512	CAT	San Francisco, Santa Ana	-0.4838 mph	1.457	0.629 m^3	-1016	158	-1.4796	1282	570	1078	1543
1	1423 N	0.9202	fish	Santa Clarita, Sacramento	0.9728 mph	1.0707	0.0596 m^3	1727	1046	-0.7434	1138	1489	-30	1294
3	1336 N	0.5142	rabbit	Stockton	0.6104 mph	0.1982	-0.19 m^3	553	395	0.9822	-450	?	138	2367
2	377 N	0.0486	guinea pig	Modesto	-0.5653 mph	1.101	0.9954 m^3	-89	95	-0.0945	365	668	633	378
0	553 N	1.2975	N/A	Long Beach, Irvine, Chula Vista, San Diego, Bakersfield, Fremont	0.2084 mph	1.756	-0.9867 m^3	363	2137	0.2953	192	400	109	-1975
2	1413 N	0.5709	reptile	Anaheim, Modesto, San Jose, Los Angeles, Moreno Valley	0.8478 mph	0.4865	0.2895 m^3	941	334	0.4947	N/A	1236	224	-549
3	-136 N	0.5505	rabbit	Stockton	-0.946 mph	-0.3241	0.5293 m^3	1400	-72	1.0345	430	1063	1060	904
2	-14 N	0.1178	cat	Oakland	-0.2943 mph	1.1207	0.424 m^3	-271	379	0.6932	-58	486	388	264
3	-43 N	-1.4452	rabbit	Santa Ana, Stockton	0.0439 mph	0.9922	0.5119 m^3	-754	-111	0.0755	-249	323	-38	931
3	-390 N	-0.3241	FERRET	San Bernardino, Oakland, San Jose	-0.1921 mph	2.0284	0.2237 m^3	544	693	-0.5905	65	1761	229	1280
3	241 N	-0.4642	rabbit	Stockton	0.0006 mph	0.5136	1.2013 m^3	-644	136	0.6252	-2292	-39	1394	1557
3	345 N	0.2096	rabbit	Santa Ana, San Francisco	0.256 mph	-0.587	1.3531 m^3	-45	181	0.5152	-18	209	-65	-647
1	2482 N	0.0452	rat	Riverside, Santa Clarita	0.7621 mph	-0.2015	0.2644 m^3	2005	429	0.3476	304	-12	853	155
3	668 N	1.1877	rabbit	Stockton	-0.8661 mph	0.6933	-0.622 m^3	-743	-599	0.6528	1520	114	1173	-378
3	-2135 N	-1.9159	rabbit	San Francisco, Santa Ana	0.2524 mph	-0.5532	1.4458 m^3	-78	519	0.1365	707	-539	1485	-1153
3	1812 N	0.3466	rabbit	Stockton	0.4063 mph	-0.2225	-0.3706 m^3	-1099	-146	0.5077	1216	285	1682	-259
2	-899 N	2.1336	bird	Oakland, San Bernardino, Los Angeles, Anaheim	0.497 mph	0.2107	1.8452 m^3	684	836	0.557	-345	1278	1942	-776
2	-666 N	0.6228	guinea pig	San Jose, Anaheim, San Bernardino, Moreno Valley	1.3164 mph	0.6531	0.6117 m^3	-580	335	0.4353	1658	1279	-696	498
3	293 N	0.487	reptile	Santa Ana, Stockton	0.2555 mph	0.1115	-0.0271 m^3	920	1410	0.1548	904	278	957	21
0	-555 N	0.3438	pig	Chula Vista, Bakersfield	0.5645 mph	0.5645	-0.0681 m^3	549	-83	-0.0181	1036	867	-137	573
0	1372 N	0.2305	reptile	San Diego, Fremont, Bakersfield, Chula Vista	0.0995 mph	0.8682	1.022 m^3	1341	1224	-0.2334	2114	-212	381	-1063
1	-116 N	1.3694	fish	Santa Clarita, Riverside	0.4845 mph	-0.0571	1.1794 m^3	1622	461	0.3681	-178	765	424	1513
1	-1463 N	1.0971	bird	Riverside	-0.0376 mph	-0.9065	-0.1771 m^3	979	1260	0.0346	1295	865	-779	1285
1	1368 N	-0.4486	fish	Riverside	0.5838 mph	0.3827	-0.181 m^3	848	-1062	-1.0107	2002	-1385	1192	-351
0	-124 N	-0.5681	rat	Fresno	-0.8455 mph	1.15	-1.8416 m^3	-426	-524	-0.9779	2118	551	1457	-13
0	129 N	0.4178	chicken	Irvine, Chula Vista, San Diego	-1.306 mph	0.2737	0.8759 m^3	-40	-337	-0.2624	977	329	889	1223
3	1113 N	0.1326	ferret	Stockton, Santa Ana	-1.3809 mph	-0.1014	0.5384 m^3	485	850	0.0941	-734	-1215	189	176
2	-219 N	-0.711	guinea pig	Moreno Valley	1.01 mph	0.4049	-0.0034 m^3	249	629	0.1853	1407	361	661	387
3	1336 N	-0.0252	rabbit	Stockton	0.338 mph	-0.1561	0.3 m^3	-273	616	0.5192	1157	919	1366	567
2	2689 N	-1.5531	pig	Bakersfield	0.6281 mph	-0.0473	0.8886 m^3	423	573	-0.2492	911	354	-125	-937
1	781 N	-1.2576	rat	Riverside, Santa Clarita	1.5459 mph	0.8219	-0.1332 m^3	402	-614	0.3512	-865	1108	470	2463
1	583 N	-0.5337	rat	Sacramento, Riverside	1.1652 mph	1.0228	1.2992 m^3	1160	976	0.3451	-704	386	766	-178
1	572 N	0.5813	fish	Sacramento	0.7481 mph	0.393	0.4065 m^3	1639	1378	0.8078	1471	-841	318	-217
1	1301 N	0.1757	fish	Santa Clarita, Riverside	0.5238 mph	0.3075	0.5386 m^3	1367	378	-0.2447	-290	920	461	2598
0	-56 N	-0.6371	reptile	Irvine	0.3188 mph	-0.2025	-0.8556 m^3	613	52	-0.1	973	646	1023	439
0	-614 N	0.9142	chicken	Irvine	1.036 mph	1.2587	-0.1686 m^3	-828	220	0.5779	1859	110	139	-628
1	1707 N	0.5551	rat	Sacramento, Santa Clarita	1.675 mph	1.6616	-0.1233 m^3	1965	783	-0.733	303	NULL	1869	-295
2	231 N	0.1253	guinea pig	Modesto, San Bernardino, Anaheim, Los Angeles, Moreno Valley	0.5383 mph	0.1875	-1.0844 m^3	643	318	0.8989	-1104	-184	34	-54
1	1177 N	0.1083	fish	Santa Clarita	-0.2803 mph	1.5353	0.2865 m^3	1090	-357	0.1206	-1774	-1542	451	1388
1	588 N	0.6895	cat	Riverside	-0.2059 mph	-1.6696	0.7448 m^3	19	-379	-0.3135	-139	214	125	3339
2	1174 N	1.8813	guinea pig	Los Angeles, Oakland, Modesto, San Jose, Anaheim	0.535 mph	0.9217	-0.3518 m^3	202	-211	-0.1231	389	2073	1871	-40
2	2366 N	-1.018	pig	San Bernardino, Moreno Valley, Oakland	0.1217 mph	-0.1243	0.1138 m^3	1598	538	0.5789	-319	1327	n/a	1345
1	895 N	1.3938	FISH	sANTA cLARITA	0.3815 mph	1.9152	0.4974 m^3	1584	-1202	0.3579	142	440	1614	-24
1	1447 N	0.104	rat	Santa Clarita	1.3562 mph	1.2177	0.7372 m^3	-486	941	-0.3513	-656	-562	275	330
2	-31 N	0.1997	rabbit	Modesto, Moreno Valley, Los Angeles, San Bernardino, San Jose	0.6634 mph	1.7668	1.4993 m^3	13	1219	0.4344	2076	999	1015	220
2	1011 N	0.0035	bird	Anaheim	0.1554 mph	0.385	0.2294 m^3	-624	668	0.079	465	931	784	-254
2	1018 N	-0.0728	pig	Los Angeles, Oakland, San Bernardino, San Jose, Moreno Valley	2.0588 mph	0.1755	0.2499 m^3	-305	88	0.3754	-888	1595	3395	-101
0	235 N	-0.2599	dog	Fremont, Fresno	-0.4078 mph	1.4331	1.2205 m^3	-525	544	-0.1461	-553	-216	387	746
1	135 N	2.1381	fish	Santa Clarita, Riverside	1.1003 mph	0.9403	2.9144 m^3	534	-559	0.1344	584	-333	1127	208
0	-564 N	1.0464	reptile	Chula Vista, Fremont, Bakersfield, Long Beach	-0.3547 mph	-0.0368	1.087 m^3	-423	715	0.0032	2505	491	1739	-993
2	-182 N	-1.2023	bird	San Jose, Moreno Valley, Anaheim, Modesto, Oakland, Los Angeles	0.7364 mph	1.5982	2.0578 m^3	-252	570	-0.0925	459	1445	1924	1099
1	-35 N	1.2749	rat	Santa Clarita, Sacramento	0.8047 mph	1.3177	0.5929 m^3	2244	232	0.1119	-1988	-1084	1272	1653
2	835 N	-0.0475	cat	SAN BERNARDINO, LOS ANGELES, MODESTO, MORENO VALLEY	1.2724 mph	-0.1712	0.0252 m^3	-1179	618	0.0503	-858	141	1718	-4
1	1855 N	-0.0862	rat	Santa Clarita	0.8039 mph	-0.5011	0.5162 m^3	524	567	0.5268	-1529	375	-984	568
0	545 N	0.3226	reptile	San Diego, Fremont	-0.4912 mph	1.7358	0.4184 m^3	-1455	1141	0.7974	1163	65	1730	1050
0	517 N	2.4588	chicken	Irvine, Fresno, Long Beach, San Diego, Chula Vista	0.5895 mph	1.8967	-0.0816 m^3	45	894	0.594	n/a	480	1556	22
3	858 N	-1.3603	ferret	Santa Ana	-0.4218 mph	1.6421	0.1068 m^3	-79	-77	-0.4413	-557	604	1051	-1325
3	124 N	0.5775	ferret	Santa Ana	1.6384 mph	2.0882	1.7198 m^3	1	191	1.1923	301	-356	687	2707
2	1525 N	0.1589	bird	los angeles, san jose, san bernardino, moreno valley, anaheim	-0.2884 mph	1.1687	-0.1202 m^3	208	-208	0.9597	157	86	1639	168
2	-980 N	0.4901	hamster	Oakland, Los Angeles	1.0308 mph	-0.0724	1.6252 m^3	-191	-150	0.2282	-138	692	1280	236
3	1532 N	0.1777	ferret	Riverside, Sacramento	-0.3556 mph	0.5167	0.7975 m^3	2115	1090	0.5516	-145	-1867	1102	226
3	-786 N	0.2645	rabbit	Santa Ana	0.6637 mph	-0.0689	1.6684 m^3	-13	938	0.015	-136	1397	-550	520
0	1377 N	1.3151	bird	Bakersfield, San Diego, Fremont, Irvine, Chula Vista	-0.9436 mph	0.0196	-0.0763 m^3	44	583	?	1576	-291	1330	-419
3	881 N	-1.1482	ferret	San Francisco, Stockton	0.142 mph	-0.9102	0.3204 m^3	966	621	-0.0113	-1532	48	948	-75
3	491 N	0.9357	ferret	Santa Ana	0.2885 mph	0.4194	2.5166 m^3	883	1098	0.2863	432	-410	1048	-1183
3	-1912 N	1.0061	pig	San Francisco	-0.846 mph	-0.146	-0.4629 m^3	366	-346	-0.3124	700	566	816	-175
2	2061 N	-0.7903	hamster	San Bernardino, Los Angeles, San Jose, Anaheim, Oakland, Modesto	1.4477 mph	0.3198	-0.8759 m^3	361	178	0.2468	782	1189	-327	-2722
0	34 N	3.1337	dog	Long Beach, San Diego, Irvine, Fresno	-0.2182 mph	-1.7023	-0.6018 m^3	-453	388	0.5662	-359	1452	1526	576
3	412 N	0.914	rabbit	Santa Ana, San Francisco	2.1124 mph	1.0646	0.8519 m^3	-1073	1012	1.0004	-628	207	1141	n/a
1	-400 N	-0.6068	fish	Santa Clarita	1.4102 mph	-0.0969	1.6183 m^3	-367	-91	0.2689	346	56	843	-520
2	1533 N	-0.5369	guinea pig	Los Angeles	0.5197 mph	0.2859	0.3733 m^3	797	50	0.5421	76	360	668	716
0	-395 N	1.2705	reptile	Bakersfield, Long Beach, Irvine, Chula Vista	-0.8986 mph	0.5404	-0.6932 m^3	-394	1783	1.1623	885	665	863	-792
1	24 N	-0.3612	rat	Riverside	2.8822 mph	1.1805	1.7003 m^3	846	230	0.3404	1311	-203	869	-155
0	320 N	-1.3157	dog	Fremont, Chula Vista, Bakersfield, Fresno, Long Beach, San Diego	-0.6532 mph	2.0232	1.4539 m^3	188	-158	0.9824	1081	86	1000	1115
0	2323 N	1.391	dog	San Diego, Bakersfield, Long Beach, Fresno, Fremont, Irvine	1.162 mph	0.5882	-0.9065 m^3	-118	984	0.8597	77	135	366	985
0	943 N	0.2591	dog	Anaheim	-0.9231 mph	1.6351	0.5437 m^3	-579	167	0.7631	-709	651	828	-196
0	-847 N	0.3697	chicken	Irvine, San Diego, Long Beach	0.6582 mph	1.7627	-0.1908 m^3	-124	1376	0.3457	-414	1270	1497	-737
0	-414 N	1.6158	chicken	long beach, chula vista, fresno	0.3612 mph	0.1431	-0.1332 m^3	566	270	0.7549	374	1022	304	545
0	89 N	-0.4992	Reptile	Irvine, Bakersfield, San Diego	0.7351 mph	1.0136	0.4925 m^3	841	225	1.0854	197	-1121	96	943
1	-905 N	0.1328	fish	Riverside	0.0323 mph	1.0579	1.9613 m^3	1712	-521	0.3716	-1219	319	718	1765
0	1110 N	0.7502	chicken	Bakersfield	-0.459 mph	-0.3648	2.1327 m^3	-195	1678	0.2463	692	-389	486	94
3	1151 N	-1.7813	rabbit	Stockton	-1.0249 mph	-0.0699	0.5829 m^3	555	584	-0.2928	891	297	1643	2324
1	648 N	-0.0905	fish	Santa Clarita, Riverside	-0.4663 mph	0.098	1.1947 m^3	1496	-1159	-0.9967	456	528	211	642
3	-33 N	0.9261	ferret	Stockton	0.4901 mph	0.9034	1.4514 m^3	-928	-560	0.0203	-223	1251	1082	-486
0	-519 N	0.9312	reptile	Long Beach, Irvine	1.2462 mph	0.8841	-0.395 m^3	-133	834	0.6167	1760	143	260	-1687
